Comune;"PM10
valore della
concentrazione
media annua 
(in µg/m3)";"PM2,5
valore della
concentrazione
media annua
(in µg/m3)";"NO2
valore della
concentrazione
media annua di
(in µg/m3)";"B(a)P
valore della
concentrazione
media annua di
(in mg/m3)"
Caltanissetta;25;;31;
Caltanissetta;;;24;
Caltanissetta;;;;
Enna;14;;4;
Catania;27;;50;
Catania;23;;23;
Ragusa;30;15;7;
Ragusa;22;;12;
Ragusa;20;;8;
Siracusa;18;10;10;
Siracusa;25;15;17;
Siracusa;34;15;;
Siracusa;25;13;31;
Sassari;18;;32;0,1
Sassari;15;;43;
Sassari;23;1;12;0,1
Sassari;12;;12;
Sassari;11;;3;
Sassari;;;;
Nuoro;12;0;25;0
Nuoro;17;;19;
Oristano;23;12;7;
Oristano;19;;16;
Cagliari;18;9;14;0,2
Cagliari;20;;18;0,5
Cagliari;39;16;36;0,7
Carbonia;17;;8;
;;;;
Fonte: Istat, Dati ambientali nelle città;;;;
